0.1000	0.8392E-01
34.58	1.108
69.06	1.654
103.5	2.782
138.0	3.846
172.5	4.710
207.0	5.395
241.5	6.019
275.9	6.605
310.4	7.145
344.9	7.662
379.4	8.170
413.9	8.670
448.3	9.161
482.8	9.646
517.3	10.13
551.8	10.60
586.2	11.07
620.7	11.54
655.2	12.01
689.7	12.48
724.2	12.94
758.6	13.41
793.1	13.87
827.6	14.33
862.1	14.79
896.6	15.25
931.0	15.71
965.5	16.17
1000.	16.63
