1	1.00E-22
4	6.00E-21
7.5	3.75E-20
9.9	7.01E-20
12.5	1.35E-19
13.4	1.45E-19
19	3.51E-19
26.9	5.02E-20
36	1.00E-19
41.3	2.36E-19
48.6	2.67E-19
51.5	2.21E-19
52.8	3.37E-19
57.7	4.03E-19
63.6	4.53E-19
68	4.54E-19
70.8	5.85E-19
72.5	4.03E-19
80	7.27E-19
91.8	1.03E-18
93	7.08E-19
100	9.61E-19
107.8	1.43E-18
120.5	1.12E-18
130.5	2.11E-18
151.5	2.14E-18
165.3	3.45E-18
167.5	3.69E-18
169.8	3.72E-18
172.2	3.84E-18
172.5	3.01E-18
174.6	4.01E-18
177.1	4.28E-18
179.7	4.29E-18
182.3	4.46E-18
185	3.71E-18
185.1	4.54E-18
187.9	4.45E-18
190.7	4.76E-18
193.7	5.06E-18
196.8	5.07E-18
197.5	4.46E-18
200	5.27E-18
203.3	5.59E-18
206.6	5.73E-18
209.3	5.24E-18
210.1	5.87E-18
212.5	5.55E-18
213.8	6.13E-18
217.5	6.21E-18
221.4	6.38E-18
225.4	6.92E-18
229.6	7.13E-18
230	6.71E-18
233.9	7.42E-18
238.4	7.61E-18
243.1	7.97E-18
247.2	7.67E-18
248	8.30E-18
250	8.08E-18
253	8.39E-18
257	8.90E-18
258.3	9.12E-18
263.8	9.13E-18
269.5	9.36E-18
270	9.95E-18
275.5	9.98E-18
281.8	1.03E-17
288.3	1.05E-17
295	1.22E-17
295.2	1.08E-17
302.4	1.13E-17
303.8	1.13E-17
310	1.15E-17
317.9	1.16E-17
326.3	1.19E-17
335.1	1.27E-17
344.4	1.29E-17
354.2	1.32E-17
364.7	1.36E-17
375.7	1.40E-17
387.5	1.46E-17
400	1.48E-17
413.3	1.53E-17
427.5	1.55E-17
430.2	1.37E-17
435	1.61E-17
442.8	1.60E-17
459.2	1.65E-17
476.9	1.71E-17
495.9	1.82E-17
507.7	1.73E-17
508.2	1.81E-17
516.6	1.88E-17
522.2	1.65E-17
525.8	1.89E-17
537	1.67E-17
539.1	1.97E-17
553.3	1.93E-17
554.1	2.02E-17
554.5	2.10E-17
555.3	2.02E-17
563.6	2.05E-17
584.3	2.05E-17
590.4	2.44E-17
599.6	2.64E-17
610	2.42E-17
619.9	2.46E-17
625	2.28E-17
629.7	2.74E-17
647.5	2.87E-17
652.6	2.22E-17
660	2.55E-17
670	2.25E-17
682.5	1.95E-17
685	2.30E-17
685.5	1.59E-17
685.8	1.59E-17
686.3	1.94E-17
688.8	2.00E-17
702.3	1.77E-17
703.8	1.94E-17
729.3	1.38E-17
760.4	1.00E-17
765.1	1.20E-17
770.4	1.10E-17
774.9	1.19E-17
780.3	1.10E-17
787.7	1.30E-17
790.1	1.00E-17
790.2	1.00E-17
826.6	9.14E-18
832.8	1.18E-17
832.9	1.17E-17
833.3	5.58E-18
833.7	5.33E-18
834.5	4.08E-18
835.1	3.72E-18
835.3	3.72E-18
885.6	5.23E-18
904	6.30E-18
923	1.96E-17
930.7	1.70E-17
937.8	3.00E-18
949.7	4.00E-18
953.7	6.08E-18
972.5	2.50E-17
977	2.50E-18
989.8	9.51E-19
991.6	1.21E-18
1025.7	9.80E-19
1027.6	6.85E-20
1029.4	3.70E-24
1030.8	4.78E-24
1032.2	7.54E-24
1033.2	3.55E-23
1034.3	1.25E-23
1035.5	7.43E-24
1036.6	9.57E-24
1038.4	1.87E-23
1040	3.19E-23
1044.2	3.74E-24
1045.3	8.98E-24
1047.2	5.08E-23
1049.1	7.50E-23
1050.7	1.82E-23
1052.5	8.70E-23
1055.7	2.31E-23
1060	5.77E-23
1062	3.82E-23
1066.7	2.17E-22
1067.4	5.83E-24
1069.3	2.80E-24
1072.8	7.16E-23
1073.3	5.80E-23
1074.2	1.16E-22
1076	1.27E-23
1077.1	1.30E-23
1077.2	6.90E-24
1080.9	1.82E-22
1081.8	1.22E-22
1082.1	2.33E-22
1082.7	3.99E-23
1083.3	2.18E-22
1084.6	9.39E-23
1085.6	2.55E-22
1087.3	2.20E-23
1088.2	7.68E-23
1089	4.73E-23
1089.6	5.12E-23
